해역,연안명칭,no.,수온(℃)표층,수온(℃)저층,염분표층,염분저층,pH표층,pH저층,DO(㎎/L)표층,DO(㎎/L)저층,COD(㎎/L)표층,COD(㎎/L)저층,NH4-N(㎎/L)표층,NH4-N(㎎/L)저층,NO2-N(㎎/L)표층,NO2-N(㎎/L)저층,NO3-N(㎎/L)표층,NO3-N(㎎/L)저층,DIN( mg/L )표층,DIN( mg/L )저층,T-N( mg/L )표층,T-N( mg/L )저층,DIP( mg/L )표층,DIP( mg/L )저층,T-P( mg/L )표층,T-P( mg/L )저층,SiO2-Si( mg/L )표층,SiO2-Si( mg/L )저층,SS( mg/L )표층,SS( mg/L )저층,Chl-a(㎍/L)표층,Chl-a(㎍/L)저층,유분(㎎/L)표층,투명도(m)표층,대장균군(MPN/100ml)표층
동해,강구항,H1,17.971,17.97415,32.9654,33.315,8.045,8.085,8.358984548,8.286072432,1.266776,1.204784,7.994,15.078,2.412,2.093,51.862,48.776,62.268,65.947,184.268,184.968,10.0385,9.7595,17.887,17.639,239.826,227.48,3.4,4.25,5.634,0.758,0,3.55,0
동해,포항 구항,H1,15.7372,12.067225,33.359875,33.95255,8.1875,8.17,8.132279422,8.156032924,1.344146667,1.513778667,34.3595,32.144,7.5495,7.014,59.6945,65.5705,101.6035,104.7285,214.179,203.6405,19.0195,21.09025,34.4565,33.8675,349.087,365.368,6.625,6.525,6.96405,3.1755,0,3.525,0
동해,구룡포항,H1,19.2989,17.9342,33.36275,33.55815,8.105,8.095,9.156999779,8.953570432,1.66608,1.535064,10.591,29.869,2.021,2.077,32.019,31.426,44.631,63.372,159.698,172.823,8.7055,9.104,20.0725,19.592,156.61,168.888,4.45,8.175,1.134,1.8805,0,5.25,0
동해,감포항,H1,19.46025,19.02475,33.28485,33.36945,8.08,8.135,8.529667568,8.222600107,1.347832,1.294864,14.308,14.42,2.316,2.404,37.563,39.929,54.187,56.753,149.569,138.334,11.263,10.597,22.8315,21.018,183.97,199.328,5.775,8.175,1.4044,1.4863,0,4.45,0
남해,울산항,H1,18.6645,17.63755,32.14195,33.11445,8.05,8.065,7.858028649,6.954330115,2.22156,1.778272,103.859,99.057,12.895,10.568,131.271,108.851,248.025,218.476,395.122,311.43,32.0155,30.0275,52.9945,37.1845,341.352,365.318,8.25,9,1.5776,0.795,0,2.1,0
남해,대변항,H1,18.63735,18.3155,33.3558,33.3631,8.215,8.205,8.09704866,7.848315614,1.122413333,1.434645333,29.736,28.546,3.507,3.647,51.409,51.744,84.652,83.937,201.355,230.545,14.0025,14.2215,26.846,30.0545,281.902,284.146,5.675,8.03,1.541,1.647,0,3,0
남해,부산항,H1,18.70525625,18.0093125,33.313625,33.30890625,8.245625,8.24,7.671462368,7.134823593,1.475123333,1.391365667,24.37575,24.906875,3.063875,3.2425,52.99675,47.141,80.436375,75.290375,188.6322083,228.3295,11.776875,12.9061875,25.73064583,24.24975,196.964,211.708,7.246875,8.3625,2.29425,2.74,0,4.18125,0
남해,신항,H1,16.70245,16.31595,32.6058,32.98695,8.225,8.245,7.496616522,6.613558211,1.967325333,1.684517333,34.51,35.063,4.135,3.549,24.467,17.33,63.112,55.942,179.116,303.919,14.719,12.027,29.2795,26.8615,226.386,189.668,10.45,11.3,2.892,2.544,0,1.05,0
남해,마산항,H1,16.38515,14.8629,31.7581,32.3113,8.195,8.13,7.192833004,5.842628474,2.936666667,3.091050667,88.49166667,125.3,2.169,1.637,74.543,4.755,165.2036667,131.692,301.644,327.019,24.746,32.9005,45.756,52.6535,112.994,180.082,3.608333333,3.358333333,1.8007,0.513,0,1.6,0
남해,옥포항,H1,19.378075,18.3096,33.105825,33.294075,8.2625,8.2075,8.524141334,6.931353241,2.133073333,1.638769333,22.5085,52.941,3.7285,3.9585,31.888,50.939,58.125,107.8385,169.41,253.4455,10.907,18.38125,30.1165,32.41825,123.94,252.45,5.1625,7.425,3.2245,2.3895,0,2.525,0
남해,삼덕항,H1,17.96705,16.9473,33.518475,33.6211,8.1975,8.2175,8.025680151,7.449685276,1.52062,1.212564,10.507,22.96,2.269,3.196,13.375,25.239,26.151,51.395,96.3025,152.9115,8.65125,12.9165,13.8105,23.498,151.71,230.167,6.875,12.65,3.5744,3.077,0,2.5,0
남해,삼천포항,H1,17.58625,17.3987,33.1531,33.1599,8.065,8.02,7.098090501,6.688596216,1.675592,1.774128,20.237,20.034,3.476,3.162,9.781,33.829,33.494,57.025,106.792,109.711,13.9695,15.069,32.2555,19.995,252.8,262.184,12.375,15.775,2.2465,2.121,0,2.2,0
남해,광 양 만,H1,17.06145,16.32945,32.43175,32.4865,8.115,8.1,7.856631961,7.120536302,2.329805333,1.990224,49.06533333,57.10833333,7.973,7.596,80.932,102.735,137.9703333,167.4393333,266.133,256.277,61.4985,32.3335,69.3255,45.8335,358.358,379.758,8.225,15.55666667,3.724,3.05,0,1.85,0
남해,여수신항,H1,15.97538333,15.80476667,32.8537,32.86045,8.22,8.2,9.037524478,8.715627848,2.419813333,2.347981333,14.30566667,13.09233333,3.273,3.181,38.26033333,38.255,55.839,54.52833333,178.6796667,188.1483333,13.94516667,13.78766667,26.91316667,28.489,173.7246667,165.452,9.075,9.697222222,3.761,4.16,0,2,0
남해,제주항,H1,17.629525,17.084575,33.3011,33.52255,8.2925,8.2875,8.124486516,7.803182393,1.505572,1.221616,13.16,8.0815,3.1525,3.4035,500.7695,431.762,517.082,443.247,614.271,523.4621667,14.35,10.125,32.10641667,20.40833333,1396.679,1012.984,7.258333333,5.718148148,2.8039,1.9605,0,4.075,0
남해,성산항,H1,17.6974,17.5527,33.26785,33.2826,8.305,8.32,8.512498419,8.824084381,1.724352,1.445632,15.505,10.171,3.104,2.479,53.405,51.959,72.014,64.609,185.115,151.109,8.606,8.575,24.583,15.376,374.894,321.142,3.836111111,3.912037037,1.092,5.7851,0,3.75,0
남해,서귀포항,H1,18.656,18.618925,32.873475,33.188275,8.295,8.2975,7.761430621,8.14193095,1.578344,1.664956,17.227,15.9775,2.751,2.9445,201.682,79.672,221.66,98.594,407.057,221.5815,10.67375,7.57925,27.063,20.34375,1576.167,291.453,5.186111111,6.336111111,1.22,1.5672,0,3.15,0
남해,한림항,H1,17.2524,16.9156,33.2238,33.4632,8.215,8.1925,8.359911479,7.895759287,1.78394,1.685388,24.6505,28.4235,4.9605,3.5045,199.5635,136.4695,229.1745,168.3975,303.9645,327.46,11.19025,10.88375,22.32,23.56,234.899,208.713,5.427777778,5.469444444,5.78545,5.6355,0,3.15,0
남해,완도항,H1,16.4274,16.1929,32.9751,33.0592,8.21,8.215,9.168732893,9.013679706,1.826664,1.672456,26.152,24.836,4.941,5.153,62.609,58.544,93.702,88.533,212.779,210.924,16.173,15.8795,24.893,25.389,301.848,290.706,50.15,49.33333333,20.80155172,22.69410345,0,1.55,0
서해,목포항,H1,16.008,15.854275,32.025575,32.22725,8.16,8.1475,9.656208576,9.115364137,2.05086,1.815452,27.5345,21.175,10.056,12.781,60.7345,67.189,98.325,101.145,246.064,230.1425,14.054,16.56175,33.28625,32.7205,231.118,296.523,11.675,12.525,57.44639765,26.96806238,0,1.4,0
서해,대천항,H1,15.19865,15.23635,31.689,31.63705,8.155,8.155,8.726331178,8.671168972,2.245352,1.678752,19.656,18.081,2.332,2.095,104.483,35.369,126.471,55.545,192.8313333,185.983,24.065,25.212,27.072,30.885,132.958,100.252,20.15,18.35,1.989283608,2.045542303,0,2.3,0
서해,평택항,H1,14.05685,13.96955,30.11805,30.1895,8.06,8.06,8.460653772,8.592882093,2.097056,2.324208,112.889,110.761,7.975,7.092,229.471,204.736,350.335,322.589,499.52,488.53,50.0685,43.7385,58.6055,58.094,582.694,510.73,24.6,20.8,9.30532626,5.575902115,0,1.55,0
서해,인천항,H1,14.56465,14.0681,28.88895,30.00565,7.94,8.005,8.563565747,8.730078459,1.925144,1.975384,1423.410333,297.4813333,22.701,20.087,435.465,263.287,1881.576333,580.8553333,2237.165,742.994,70.639,51.3355,108.1435,61.7365,572.162,554.818,16.6,31.75,5.21416092,24.20068966,0,1.55,0
동해,동해중부,Avg.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
동해,동해남부,Avg.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
남해,남해동부,Avg.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
남해,남해서부,Avg.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서해,서해남부,Avg.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서해,서해중부,Avg.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서해,섬진강,Avg.,16.7112725,16.746985,24.778725,27.5442325,8.07425,7.965,9.27121613,8.427025571,2.494782267,2.472414267,58.5753,71.3846,12.44675,11.7721,457.633,263.95165,528.65505,347.10835,643.6483167,477.3335,21.7837,25.634675,32.543825,40.05785,1393.8036,848.1487,9.665,16.94583333,4.05385,4.2666,0,1.785,0
서해,낙동강하구,Avg.,18.019105,17.721425,27.57995,31.02481,8.2045,8.16575,8.494855619,7.80660995,2.9472104,2.3689592,78.9551,72.9337,21.38925,10.8915,554.3303,206.88495,654.67465,290.71015,876.8194167,444.77145,20.5282,22.21925,47.867875,45.11895,955.4874,664.4498,8.529928571,10.56333333,5.857765,3.6226735,0,2.1875,0
연안,진해만,Avg.,16.997275,15.07402045,32.24410227,32.80974318,8.209545455,8.092727273,8.302581995,6.391699738,1.953255515,1.82150497,18.389,55.57395455,3.034045455,5.461227273,26.73681818,29.73986364,62.49936364,98.51863636,193.4927879,205.1035,8.082978232,21.83604545,25.06279545,34.30737121,225.3211818,565.7285909,4.875541126,5.085508309,2.558906364,1.394949091,0,6.004545455,0
특별관리,진해만,Avg.,16.637625,15.276475,32.7177375,33.2742125,8.22875,8.20625,7.979558374,7.40444064,1.934212,2.006118,75.06041667,31.92816667,6.47,6.73525,48.662,42.327,130.1924167,80.99041667,301.1026667,201.93075,11.32308333,12.86275,34.76391667,26.84729167,269.85375,269.67475,5.564583333,7.535416667,4.432,1.19035,0,3.25,0
